Date,Fuel_Type,Liters_Sold,Price_per_Liter,Payment_Mode,Location,Pump_ID,Customer_Age,Vehicle_Type,Stock_Level,Pump_Efficiency,Maintenance_Issue,Maintenance_Cost,Total_Sales
8/16/2024,CNG,370,118.87,UPI,Nagpur,BP001,30,Auto,3961,81.37,Motor Fault,2765.82,43981.9
4/17/2024,Petrol,532,105.55,Cash,Mumbai,BP001,34,Auto,2317,97.87,None,1643.49,56152.6
6/20/2024,CNG,234,92.19,UPI,Aurangabad,BP002,32,Truck,4184,77.48,None,607.11,21572.46
4/11/2024,Diesel,51,108.8,Cash,Nashik,BP001,53,Car,4558,79.5,Sensor Error,2331.28,5548.8
12/19/2024,Petrol,234,97.6,Card,Pune,BP001,45,Truck,3134,98.89,Low Pressure,16.92,22838.4
1/12/2024,Petrol,529,114.11,Card,Aurangabad,BP003,32,Bike,4166,94.3,Leak,2008.93,60364.19
10/1/2024,Diesel,221,114.53,UPI,Pune,BP002,63,Truck,1448,70.42,Sensor Error,528.68,25311.13
4/10/2024,Petrol,355,119.37,Cash,Mumbai,BP001,28,Auto,973,97.18,Leak,121.46,42376.35
2/13/2024,CNG,69,105.06,UPI,Aurangabad,BP001,48,Truck,1067,76.8,Leak,4122.38,7249.14
10/31/2024,CNG,135,103.65,Card,Nashik,BP004,21,Car,3932,91.18,Leak,4581.24,13992.75
1/17/2024,Petrol,420,112.6,UPI,Pune,BP004,52,Auto,4523,86.59,Motor Fault,1038.37,47292
11/25/2024,CNG,483,93.97,UPI,Mumbai,BP004,51,Car,2758,86.1,Sensor Error,2696.49,45387.51
2/26/2024,Petrol,337,106.41,Cash,Aurangabad,BP001,44,Truck,3644,91.54,Motor Fault,1389.79,35860.17
11/6/2024,Diesel,400,106.39,Card,Pune,BP001,27,Auto,4810,76.22,Low Pressure,2467.89,42556
10/29/2024,Petrol,413,92.68,UPI,Pune,BP004,47,Bike,2482,74.77,Low Pressure,2183.16,38276.84
1/12/2024,Diesel,593,102.54,Cash,Nashik,BP003,62,Auto,1596,89.56,None,1345.26,60806.22
11/13/2024,CNG,342,115.6,UPI,Mumbai,BP003,37,Car,4070,78.72,None,3501.97,39535.2
3/20/2024,Diesel,460,115.68,Cash,Nagpur,BP003,46,Auto,3890,99.22,None,632.45,53212.8
8/3/2024,CNG,285,92.98,Cash,Pune,BP003,46,Bike,3172,83.55,Low Pressure,265.36,26499.3
12/4/2024,Petrol,276,92.72,UPI,Aurangabad,BP002,40,Bike,4146,73.35,Leak,3838.38,25590.72
9/20/2024,CNG,573,97.88,Card,Nashik,BP004,38,Bike,2919,90.57,Leak,3329.65,56085.24
5/28/2024,Petrol,224,116.24,Card,Nashik,BP001,60,Bike,4779,79.18,Sensor Error,2492.63,26037.76
3/21/2024,Petrol,507,93.87,Cash,Pune,BP004,27,Car,3848,74.46,Low Pressure,2338.95,47592.09
8/2/2024,Diesel,402,111.6,Card,Pune,BP003,58,Auto,1173,82.68,None,2487.06,44863.2
7/16/2024,Diesel,322,93.03,Cash,Pune,BP001,29,Truck,3302,98.93,Low Pressure,2185.12,29955.66
7/18/2024,Diesel,592,108.69,Card,Nagpur,BP002,47,Bike,2869,82.34,Leak,1964.46,64344.48
1/25/2024,Diesel,375,100.68,UPI,Pune,BP004,50,Truck,1566,80.42,Leak,2498.45,37755
3/29/2024,CNG,201,113.67,Card,Mumbai,BP001,35,Truck,1187,83.34,Motor Fault,2642.58,22847.67
9/24/2024,CNG,199,97.01,Cash,Aurangabad,BP001,31,Auto,568,70.36,Motor Fault,3459.51,19304.99
5/22/2024,CNG,513,109.18,Cash,Pune,BP003,39,Truck,2603,73.99,Sensor Error,3556.04,56009.34
2/28/2024,Petrol,361,97.07,Card,Nagpur,BP003,38,Truck,919,95.49,Low Pressure,1888.15,35042.27
12/30/2024,CNG,51,111.41,UPI,Aurangabad,BP004,18,Car,4498,99.34,Motor Fault,2067.7,5681.91
1/26/2024,CNG,463,116.21,Cash,Nashik,BP002,60,Truck,3097,74.74,Motor Fault,1868.49,53805.23
2/16/2024,CNG,112,93.8,Cash,Pune,BP001,32,Auto,4838,86.07,Low Pressure,2682.68,10505.6
10/14/2024,Diesel,240,116,Cash,Aurangabad,BP003,53,Truck,2624,98.99,Leak,2266.77,27840
9/22/2024,CNG,561,107.81,Cash,Nashik,BP004,64,Auto,4392,74.7,Sensor Error,4447.98,60481.41
1/16/2024,Petrol,544,93.81,Cash,Nagpur,BP003,39,Bike,939,75.59,Sensor Error,3481.81,51032.64
7/17/2024,Diesel,78,102.83,UPI,Mumbai,BP004,49,Truck,1786,97.8,Sensor Error,4493.28,8020.74
10/8/2024,Petrol,99,94.83,Card,Pune,BP003,63,Truck,1708,91.17,Motor Fault,3545.68,9388.17
3/26/2024,CNG,360,111.01,UPI,Mumbai,BP002,50,Truck,1578,74.56,Leak,4854.96,39963.6
9/6/2024,Diesel,474,112.77,UPI,Nagpur,BP001,58,Bike,3063,81.8,Sensor Error,3178.68,53452.98
9/26/2024,Petrol,447,93.17,Cash,Aurangabad,BP003,56,Car,4123,71.69,Low Pressure,4817.75,41646.99
11/30/2024,CNG,425,105.18,UPI,Aurangabad,BP001,40,Truck,1753,82.98,Sensor Error,790.85,44701.5
4/26/2024,Petrol,117,114.44,Cash,Nagpur,BP004,60,Auto,3857,93.34,None,262.39,13389.48
1/7/2024,Petrol,233,118.08,UPI,Nagpur,BP002,19,Car,3709,86.62,Leak,2895.63,27512.64
5/16/2024,Petrol,324,105.41,Cash,Pune,BP001,19,Car,4049,89.42,None,4917.47,34152.84
6/24/2024,CNG,566,118.51,Cash,Nashik,BP003,55,Car,1114,79.8,Leak,2088.03,67076.66
11/23/2024,CNG,563,106.07,UPI,Mumbai,BP001,46,Truck,3578,74.84,Low Pressure,1060.22,59717.41
11/10/2024,Petrol,195,101.83,UPI,Mumbai,BP001,63,Bike,3223,70.39,Motor Fault,2607.71,19856.85
8/2/2024,Diesel,379,115.45,Card,Aurangabad,BP004,20,Bike,3990,94.64,Motor Fault,3243.99,43755.55
3/22/2024,Diesel,164,104.79,Card,Aurangabad,BP002,56,Truck,4043,89.1,Leak,1575.89,17185.56
8/10/2024,CNG,319,104.16,Card,Pune,BP002,24,Auto,2400,76.88,Sensor Error,3573.85,33227.04
4/12/2024,CNG,167,104.71,UPI,Nagpur,BP001,53,Auto,4871,82.55,None,4875.57,17486.57
9/29/2024,CNG,353,115.4,UPI,Mumbai,BP001,46,Auto,2212,94.04,Low Pressure,4484.82,40736.2
1/14/2024,CNG,371,114.96,Cash,Pune,BP004,54,Truck,2829,86.16,Sensor Error,1457.93,42650.16
6/7/2024,CNG,189,102.11,Card,Aurangabad,BP001,53,Bike,4119,79,Motor Fault,1633.62,19298.79
5/31/2024,Diesel,493,100,Cash,Aurangabad,BP004,40,Truck,1694,78.02,Sensor Error,1857.71,49300
4/17/2024,CNG,75,104.76,Cash,Mumbai,BP002,62,Bike,1878,76.53,None,1972.76,7857
7/6/2024,Petrol,459,107.18,Cash,Aurangabad,BP002,33,Car,1812,94.71,Motor Fault,501.6,49195.62
10/27/2024,Petrol,61,97.15,Cash,Aurangabad,BP004,48,Truck,3415,87.46,Leak,3809.81,5926.15
4/7/2024,Diesel,245,113.82,Card,Nashik,BP001,51,Bike,1249,91.27,Low Pressure,1826.7,27885.9
5/10/2024,Petrol,395,104.59,Cash,Nagpur,BP002,18,Car,800,95.8,Low Pressure,4399.1,41313.05
10/19/2024,Diesel,479,100.02,UPI,Aurangabad,BP003,35,Car,4482,99.61,Motor Fault,4634.7,47909.58
6/19/2024,Diesel,135,93.2,UPI,Nashik,BP004,57,Truck,4337,77.48,Leak,122.16,12582
7/1/2024,Petrol,203,97.17,UPI,Pune,BP002,60,Bike,777,75.43,None,4942.52,19725.51
12/29/2024,CNG,187,118.48,Card,Aurangabad,BP002,32,Car,3058,83.86,Low Pressure,3550.11,22155.76
2/8/2024,Petrol,569,99.15,Cash,Pune,BP002,34,Truck,4417,71.05,Motor Fault,2601.96,56416.35
1/15/2024,Petrol,333,95.07,Card,Aurangabad,BP003,61,Car,2661,93.75,Low Pressure,1947.64,31658.31
1/4/2024,Diesel,234,103.82,Cash,Mumbai,BP003,27,Auto,1889,96.51,Leak,2592.59,24293.88
12/14/2024,Petrol,519,99.21,Card,Nashik,BP003,37,Truck,1190,90.58,None,1623.12,51489.99
7/28/2024,Diesel,162,91.05,Card,Nashik,BP001,23,Car,3968,78.04,Leak,3113.44,14750.1
6/9/2024,CNG,439,99.69,Cash,Mumbai,BP004,25,Truck,2348,73.69,Sensor Error,464.9,43763.91
1/16/2024,CNG,491,106.32,Card,Nagpur,BP001,62,Truck,4316,81.46,Leak,3105.61,52203.12
4/17/2024,CNG,143,106.55,Cash,Nashik,BP003,51,Bike,1439,95,Leak,1376.72,15236.65
11/6/2024,Petrol,501,100.7,UPI,Pune,BP004,49,Bike,3682,80.43,Low Pressure,88.17,50450.7
8/14/2024,Diesel,435,103.42,UPI,Nashik,BP001,59,Car,3809,71.03,Leak,2763.53,44987.7
6/18/2024,CNG,376,118.97,UPI,Nagpur,BP001,21,Truck,2550,78.23,Motor Fault,2892.24,44732.72
2/3/2024,Diesel,181,101.32,Card,Pune,BP001,61,Truck,2246,99.7,Low Pressure,2132.85,18338.92
9/7/2024,Diesel,356,97.75,UPI,Pune,BP003,56,Auto,2951,90.3,Low Pressure,361.43,34799
9/3/2024,CNG,597,97.3,Cash,Mumbai,BP002,37,Truck,524,97.03,Sensor Error,4466.71,58088.1
9/25/2024,CNG,566,103.73,UPI,Aurangabad,BP004,41,Bike,3056,93.25,Motor Fault,3057.15,58711.18
5/20/2024,Diesel,595,112.79,UPI,Mumbai,BP003,41,Truck,560,86.19,Leak,578.57,67110.05
9/30/2024,CNG,440,96.18,Card,Aurangabad,BP004,43,Bike,622,74.46,Sensor Error,2554.65,42319.2
4/5/2024,Diesel,349,111.28,Cash,Mumbai,BP003,42,Auto,2602,80.46,Motor Fault,2486.27,38836.72
8/14/2024,Diesel,534,90.63,Card,Aurangabad,BP001,53,Car,1686,87.51,Sensor Error,302.01,48396.42
2/8/2024,CNG,595,102.57,Card,Nashik,BP001,24,Bike,2230,96.12,None,3034.3,61029.15
10/28/2024,Petrol,148,113.28,Cash,Pune,BP002,27,Car,4589,78.06,Leak,4041.63,16765.44
1/29/2024,CNG,411,100.16,Card,Aurangabad,BP002,64,Car,2972,73.64,Sensor Error,3745.04,41165.76
11/13/2024,Petrol,245,106.91,Cash,Nashik,BP004,29,Car,3465,86.76,None,1014.85,26192.95
9/1/2024,Diesel,82,96.15,UPI,Nagpur,BP002,18,Car,2777,75.3,Leak,4311.46,7884.3
8/23/2024,Diesel,284,112.26,Cash,Mumbai,BP002,42,Bike,4587,88.31,Sensor Error,1712.71,31881.84
7/3/2024,Petrol,326,91.57,Cash,Nagpur,BP004,33,Auto,3464,77.91,Sensor Error,4732.54,29851.82
9/28/2024,Diesel,394,115.58,Cash,Nashik,BP003,22,Truck,1810,76.93,Sensor Error,358.74,45538.52
8/23/2024,Petrol,515,95.95,Card,Nagpur,BP002,36,Bike,654,81.98,Sensor Error,2431.04,49414.25
8/26/2024,Petrol,122,116.23,Cash,Nagpur,BP003,21,Auto,2712,87.8,Low Pressure,2985.62,14180.06
9/22/2024,Diesel,149,100.58,Cash,Nashik,BP001,23,Truck,3753,86.36,Sensor Error,1238.25,14986.42
12/24/2024,Petrol,229,111.68,Cash,Pune,BP002,43,Car,1762,77.34,Low Pressure,3856.9,25574.72
12/5/2024,CNG,290,99.58,UPI,Aurangabad,BP001,56,Truck,1862,96.73,Low Pressure,3134.48,28878.2
3/5/2024,CNG,330,117.18,Cash,Mumbai,BP001,56,Truck,1437,73.3,None,90.55,38669.4
6/25/2024,Diesel,240,93.8,Card,Aurangabad,BP003,26,Auto,1011,71.18,Leak,3041.84,22512
1/3/2024,Diesel,365,95.36,Cash,Mumbai,BP004,62,Truck,686,88.08,Low Pressure,2457.39,34806.4
5/21/2024,Petrol,550,104.79,Cash,Aurangabad,BP002,31,Car,2345,73.7,Motor Fault,980.15,57634.5
6/6/2024,Petrol,448,92.46,UPI,Nagpur,BP003,26,Bike,2202,85.15,Low Pressure,4978.74,41422.08
11/19/2024,Petrol,547,95.88,Cash,Pune,BP004,32,Bike,890,98.55,Motor Fault,4485.81,52446.36
5/25/2024,Petrol,111,118.31,Card,Nagpur,BP001,54,Auto,1154,90.96,None,1462.54,13132.41
10/19/2024,CNG,286,119.29,Cash,Pune,BP002,37,Car,4771,88.52,Motor Fault,2705.35,34116.94
6/1/2024,CNG,383,101.29,Card,Nashik,BP001,25,Car,3321,87.24,None,1582.51,38794.07
7/11/2024,Diesel,93,117.7,UPI,Mumbai,BP001,49,Truck,1263,75.39,None,3877.48,10946.1
3/13/2024,Petrol,567,106.34,Cash,Mumbai,BP002,64,Auto,3900,82.98,None,4651.66,60294.78
10/31/2024,Petrol,571,98.09,UPI,Nashik,BP004,38,Car,3767,80.28,Motor Fault,1794.14,56009.39
12/9/2024,Diesel,597,111.07,Cash,Aurangabad,BP004,58,Car,1585,98.59,Motor Fault,4027.92,66308.79
5/19/2024,Petrol,232,109.77,Card,Nashik,BP002,36,Car,2429,77.27,None,2492.04,25466.64
7/5/2024,Petrol,97,119.67,UPI,Nashik,BP002,46,Bike,4876,84.15,None,1982.89,11607.99
10/19/2024,Petrol,476,97.95,Cash,Pune,BP003,48,Bike,2463,98.14,Leak,4692.11,46624.2
3/1/2024,Petrol,150,110.16,Card,Nashik,BP003,23,Bike,2285,93.68,None,2552.02,16524
7/16/2024,Petrol,168,91.56,UPI,Mumbai,BP001,21,Truck,2774,98.94,Sensor Error,2337.05,15382.08
10/21/2024,Diesel,365,93.41,Cash,Nagpur,BP002,60,Truck,3186,88.25,Leak,3362.17,34094.65
11/14/2024,Petrol,47,90.12,UPI,Pune,BP004,46,Truck,3468,80.01,Leak,1306.17,4235.64
10/28/2024,Diesel,68,119.98,Cash,Pune,BP001,59,Car,1215,94.8,Leak,1623.96,8158.64
12/9/2024,Petrol,151,114.07,Card,Aurangabad,BP001,20,Bike,742,78.74,Sensor Error,4660.23,17224.57
1/11/2024,CNG,170,113.6,Card,Nagpur,BP001,18,Car,4415,74.94,Leak,3392.65,19312
3/2/2024,CNG,227,105.29,UPI,Pune,BP001,61,Car,2023,91.19,Leak,4133.19,23900.83
11/28/2024,CNG,514,99,UPI,Nashik,BP004,32,Auto,1337,89.17,Motor Fault,1355.56,50886
8/13/2024,CNG,403,94.54,Cash,Pune,BP001,64,Car,3823,96.37,Motor Fault,2718.95,38099.62
6/1/2024,Diesel,243,98.54,Card,Pune,BP002,38,Truck,3453,98.86,None,4856.98,23945.22
7/17/2024,Diesel,251,101.28,Cash,Pune,BP003,63,Bike,1845,95.72,None,1593.52,25421.28
2/21/2024,Petrol,315,112.69,Card,Aurangabad,BP004,48,Bike,2923,71.8,Low Pressure,802.38,35497.35
9/16/2024,CNG,112,106.19,UPI,Pune,BP002,24,Car,2528,89.94,Sensor Error,2554.43,11893.28
2/28/2024,Diesel,282,92.32,Cash,Pune,BP002,34,Truck,1932,93.54,Motor Fault,1939.11,26034.24
3/12/2024,Petrol,141,90.54,Cash,Aurangabad,BP002,36,Truck,739,99.46,None,797.89,12766.14
5/27/2024,Petrol,210,93.07,Card,Nagpur,BP003,56,Truck,638,81.24,Sensor Error,4442.76,19544.7
12/14/2024,Diesel,227,102.31,Card,Mumbai,BP003,20,Bike,3693,75.1,Leak,4953.62,23224.37
3/3/2024,CNG,480,118,Card,Aurangabad,BP003,47,Truck,919,95.59,Sensor Error,2842.91,56640
11/5/2024,Petrol,125,109.12,UPI,Aurangabad,BP002,52,Truck,803,79.52,Motor Fault,3873.38,13640
8/30/2024,CNG,515,114.05,Cash,Pune,BP003,46,Car,2662,87.95,Low Pressure,4295.19,58735.75
11/25/2024,CNG,91,103.99,Card,Pune,BP001,31,Auto,2526,81.7,Motor Fault,3504.91,9463.09
4/16/2024,CNG,150,100.85,UPI,Mumbai,BP003,52,Truck,4602,82.07,None,220.78,15127.5
8/13/2024,Petrol,82,93.25,Card,Pune,BP004,45,Car,2726,91.97,None,788.17,7646.5
11/8/2024,CNG,250,116.28,Cash,Nashik,BP002,47,Car,1668,80.84,Sensor Error,354.95,29070
8/5/2024,Petrol,239,113.49,Card,Pune,BP002,43,Truck,915,90.79,Motor Fault,49.4,27124.11
8/28/2024,CNG,65,95.04,Cash,Pune,BP001,24,Auto,3213,70.43,None,1529.98,6177.6
9/15/2024,Petrol,338,105.37,UPI,Nashik,BP003,56,Bike,649,79.74,Leak,1961.78,35615.06
9/18/2024,CNG,116,104.62,UPI,Mumbai,BP003,48,Auto,2944,79.57,Leak,1205.15,12135.92
1/5/2024,Diesel,176,108.75,Card,Nashik,BP004,22,Truck,1338,92.47,Low Pressure,323.02,19140
9/17/2024,CNG,59,118.39,Cash,Aurangabad,BP001,52,Auto,2196,79.44,Sensor Error,2649.32,6985.01
2/23/2024,CNG,479,107.39,Cash,Nashik,BP004,64,Car,4839,89,None,1366.6,51439.81
2/16/2024,Petrol,250,106.21,Cash,Nagpur,BP004,31,Car,2410,90.66,Low Pressure,3980.19,26552.5
8/2/2024,Petrol,590,91.51,Card,Aurangabad,BP002,53,Auto,1921,89.75,Leak,40.26,53990.9
6/25/2024,CNG,474,91.89,Cash,Pune,BP002,44,Bike,3501,88.1,Low Pressure,4212.64,43555.86
1/9/2024,Diesel,246,95.62,Cash,Aurangabad,BP003,41,Auto,1820,82.41,Low Pressure,4773.77,23522.52
4/8/2024,Diesel,478,90.97,Cash,Mumbai,BP003,57,Truck,4535,81.2,None,3580.68,43483.66
1/20/2024,Petrol,81,112.3,Cash,Mumbai,BP004,46,Bike,2023,86.94,None,3668.22,9096.3
8/28/2024,Diesel,450,111.7,Card,Nashik,BP003,62,Auto,4378,71.91,None,4667.81,50265
3/1/2024,CNG,562,94.08,Card,Aurangabad,BP004,39,Auto,1052,96.27,Sensor Error,1045.36,52872.96
6/26/2024,Petrol,466,115.08,Cash,Pune,BP003,25,Bike,4256,94.76,Low Pressure,4972.83,53627.28
12/3/2024,CNG,314,94.64,Cash,Mumbai,BP003,32,Auto,4171,80.39,Low Pressure,3867.41,29716.96
3/2/2024,Petrol,487,99.04,UPI,Pune,BP002,22,Truck,981,87,Sensor Error,3632.85,48232.48
5/24/2024,Petrol,408,97.47,UPI,Nagpur,BP002,21,Car,1099,97.97,Leak,1805.45,39767.76
8/3/2024,Petrol,259,101.17,Cash,Mumbai,BP002,28,Truck,1664,78.15,Motor Fault,2728.89,26203.03
1/3/2024,Petrol,271,97.64,Cash,Nashik,BP002,35,Auto,4732,92.27,Leak,3269.59,26460.44
6/8/2024,Diesel,367,104.67,UPI,Nagpur,BP001,59,Car,1503,72.48,Sensor Error,3101.71,38413.89
8/14/2024,CNG,482,102.22,UPI,Aurangabad,BP002,47,Bike,2482,85.7,Low Pressure,3524.92,49270.04
9/25/2024,CNG,91,119.6,Cash,Pune,BP001,32,Truck,2134,96.52,Low Pressure,411.91,10883.6
4/29/2024,CNG,415,91.68,Card,Mumbai,BP002,23,Bike,3497,86.55,None,1778.24,38047.2
3/29/2024,Petrol,302,94.27,Card,Nagpur,BP003,33,Car,1186,88.49,None,2170,28469.54
11/24/2024,Diesel,306,91.58,Cash,Nagpur,BP004,64,Auto,3914,97.23,Low Pressure,1303.15,28023.48
3/8/2024,CNG,398,108.78,Cash,Mumbai,BP003,57,Car,2259,91.46,Low Pressure,863.14,43294.44
12/22/2024,Diesel,356,91.64,UPI,Aurangabad,BP003,26,Car,2980,90.88,None,694.64,32623.84
4/7/2024,Petrol,363,115.09,UPI,Aurangabad,BP001,60,Bike,1837,87.59,None,1831.92,41777.67
9/23/2024,CNG,460,105.36,Card,Nashik,BP002,51,Truck,614,88.99,Leak,2467.21,48465.6
4/14/2024,Diesel,85,105.81,Cash,Aurangabad,BP004,44,Car,4457,94.11,Low Pressure,314.88,8993.85
11/18/2024,Petrol,308,106.85,UPI,Nashik,BP004,30,Auto,1068,99.38,Low Pressure,4732.29,32909.8
5/2/2024,Diesel,420,95.12,Card,Nagpur,BP002,53,Car,2053,93.86,Sensor Error,3826.22,39950.4
1/29/2024,CNG,157,95.93,Card,Mumbai,BP001,44,Bike,3189,91.23,Leak,3654.26,15061.01
5/16/2024,CNG,155,99.56,Card,Aurangabad,BP001,26,Truck,3840,74.07,Motor Fault,864.3,15431.8
7/13/2024,Petrol,299,107.8,UPI,Nashik,BP001,22,Auto,3488,94.51,Motor Fault,3019,32232.2
8/13/2024,Petrol,114,96.3,UPI,Nagpur,BP004,39,Bike,3651,92.08,Motor Fault,2648.62,10978.2
11/27/2024,Petrol,519,93.49,Cash,Aurangabad,BP001,48,Car,4027,93.11,None,4912.34,48521.31
6/18/2024,Diesel,344,119.1,Cash,Pune,BP001,20,Car,3515,76.93,Motor Fault,3738.36,40970.4
1/9/2024,Diesel,46,90.66,Card,Nagpur,BP004,47,Truck,1321,97.1,Sensor Error,2878.81,4170.36
2/9/2024,Diesel,405,114.08,Card,Aurangabad,BP004,38,Bike,4074,72.92,None,4254.06,46202.4
1/25/2024,Petrol,562,113.64,UPI,Nagpur,BP003,52,Bike,4287,77.61,None,775.47,63865.68
9/17/2024,CNG,387,98.92,UPI,Mumbai,BP004,23,Truck,2108,89.89,Motor Fault,76.08,38282.04
8/13/2024,CNG,477,94.07,Cash,Mumbai,BP002,45,Auto,1059,90.21,None,3451.17,44871.39
5/3/2024,Diesel,254,94.37,Cash,Mumbai,BP004,49,Bike,4563,79.4,Leak,491.56,23969.98
2/7/2024,Diesel,468,110.92,Cash,Pune,BP004,59,Truck,4935,91.05,Leak,577.17,51910.56
11/23/2024,CNG,537,109.28,UPI,Mumbai,BP001,54,Bike,1111,81.64,Motor Fault,3723.4,58683.36
9/7/2024,CNG,579,113.48,Card,Pune,BP003,42,Truck,2663,70.01,Sensor Error,1352.67,65704.92
6/24/2024,Diesel,406,118.12,Cash,Mumbai,BP001,49,Car,2381,74.88,None,3143.16,47956.72
3/30/2024,Diesel,352,110.76,Cash,Nagpur,BP003,52,Car,4669,96.48,Low Pressure,4587.03,38987.52
2/6/2024,CNG,577,94.68,UPI,Aurangabad,BP001,39,Bike,4363,76.68,Motor Fault,1582.37,54630.36
11/11/2024,Petrol,93,97.3,Cash,Aurangabad,BP002,41,Bike,4208,73.39,None,1085.72,9048.9
6/24/2024,Diesel,580,115.27,Card,Mumbai,BP001,56,Car,2209,90.47,Motor Fault,532.81,66856.6
10/10/2024,CNG,506,96.28,UPI,Aurangabad,BP001,47,Auto,2261,83.22,Motor Fault,652.31,48717.68
3/21/2024,CNG,203,92.18,Cash,Mumbai,BP002,49,Truck,2192,93.9,Sensor Error,311.11,18712.54
4/23/2024,CNG,373,111.1,Cash,Mumbai,BP002,48,Auto,1745,95.84,Low Pressure,438.21,41440.3
2/9/2024,CNG,586,102.08,UPI,Nashik,BP004,40,Auto,625,95.38,None,2160.02,59818.88
10/27/2024,Petrol,387,117.6,UPI,Nashik,BP001,57,Auto,1699,79.39,Motor Fault,1604.33,45511.2
8/11/2024,CNG,312,109.51,Cash,Nashik,BP002,50,Car,3211,85.17,Motor Fault,3532.8,34167.12
11/13/2024,Diesel,453,92.71,Card,Pune,BP002,42,Bike,3946,89.5,None,4351.21,41997.63
12/14/2024,Petrol,539,118.44,UPI,Nashik,BP004,53,Auto,1490,79.66,Motor Fault,3923.87,63839.16
4/24/2024,CNG,132,97.76,Card,Mumbai,BP003,41,Car,3565,71.23,Motor Fault,2653.19,12904.32
7/4/2024,Petrol,118,100.12,Cash,Nagpur,BP002,48,Truck,2021,84.87,Motor Fault,512.21,11814.16
11/18/2024,Diesel,256,102.07,Card,Nashik,BP002,56,Bike,2998,70.38,Leak,3548.84,26129.92
2/25/2024,CNG,397,91.54,Cash,Nashik,BP001,63,Truck,3065,98.52,Leak,1814.14,36341.38
2/9/2024,Diesel,546,104.9,Cash,Nagpur,BP004,30,Auto,3097,93.9,Low Pressure,428.25,57275.4
12/19/2024,CNG,598,93.7,Cash,Mumbai,BP001,27,Bike,615,75.76,Sensor Error,4212.33,56032.6
2/9/2024,CNG,220,102.03,Cash,Pune,BP003,40,Auto,1531,78.63,None,1691.08,22446.6
12/12/2024,CNG,285,100.52,Card,Nashik,BP004,35,Bike,1741,99.49,Sensor Error,1091.24,28648.2
8/24/2024,CNG,283,113.19,Cash,Nagpur,BP001,49,Auto,2242,81.21,Sensor Error,4357.26,32032.77
10/15/2024,CNG,545,114.1,Cash,Mumbai,BP002,50,Truck,4138,93.51,Leak,4510.67,62184.5
9/18/2024,Petrol,461,94.6,Card,Aurangabad,BP002,53,Truck,4899,83.4,Low Pressure,1694.85,43610.6
8/3/2024,CNG,359,101,UPI,Pune,BP004,45,Auto,4590,95.92,Sensor Error,1774.01,36259
5/26/2024,CNG,126,101.2,Card,Nagpur,BP002,33,Bike,2475,91.11,Sensor Error,2898.14,12751.2
12/1/2024,Petrol,256,94.54,Card,Nagpur,BP001,33,Truck,4683,70.69,Motor Fault,3667.21,24202.24
6/16/2024,Petrol,529,113.95,Card,Nagpur,BP004,35,Bike,4903,78.83,None,315.75,60279.55
4/1/2024,Petrol,558,111.22,Cash,Nashik,BP002,25,Bike,663,86.74,Low Pressure,2966.72,62060.76
12/18/2024,Petrol,317,95.71,Cash,Aurangabad,BP002,59,Truck,3810,97.79,None,4764.1,30340.07
2/28/2024,Petrol,208,101,Cash,Pune,BP003,33,Car,3888,73.06,Leak,1310.47,21008
2/28/2024,Petrol,369,93.17,UPI,Mumbai,BP003,28,Car,1495,88.03,Sensor Error,4544.14,34379.73
10/30/2024,CNG,480,108.85,Cash,Mumbai,BP004,23,Bike,2377,79.07,Sensor Error,4750.84,52248
6/17/2024,CNG,430,93.64,UPI,Aurangabad,BP003,18,Truck,2323,96.68,None,1345.77,40265.2
9/25/2024,Diesel,535,119.58,Cash,Nagpur,BP001,29,Car,2795,92.96,Leak,3771.01,63975.3
12/28/2024,CNG,420,113.42,Card,Nagpur,BP002,55,Auto,3764,81.09,Motor Fault,1193.88,47636.4
2/14/2024,CNG,345,101.71,Cash,Nagpur,BP002,45,Bike,1848,75.01,Motor Fault,3688.06,35089.95
12/10/2024,Petrol,552,107.36,UPI,Nagpur,BP002,62,Car,2303,70.34,Sensor Error,3987.1,59262.72
6/29/2024,Petrol,227,117.34,UPI,Nagpur,BP004,34,Truck,2751,88.63,Sensor Error,1236.03,26636.18
6/18/2024,CNG,555,106.62,Cash,Aurangabad,BP004,18,Truck,3400,82.18,Low Pressure,3579.35,59174.1
12/21/2024,Diesel,466,95.23,Card,Nashik,BP003,49,Bike,2093,79.44,None,4060.52,44377.18
7/9/2024,Petrol,541,101.36,Cash,Pune,BP002,25,Truck,932,99.57,Sensor Error,1792.89,54835.76
6/3/2024,CNG,299,115.29,Cash,Nagpur,BP002,57,Auto,4317,83.98,Leak,838.51,34471.71
7/6/2024,CNG,552,109.33,Cash,Nashik,BP002,60,Auto,1570,92.5,None,459.82,60350.16
1/7/2024,Diesel,110,109.52,Card,Mumbai,BP002,63,Car,614,75.32,Low Pressure,2876.91,12047.2
5/12/2024,Diesel,517,116,UPI,Aurangabad,BP002,41,Truck,1939,70.4,Motor Fault,4890.49,59972
8/22/2024,Petrol,217,116.82,Card,Nashik,BP001,27,Auto,2290,82.53,Low Pressure,4114.75,25349.94
2/14/2024,Diesel,496,117.59,UPI,Nagpur,BP002,64,Bike,1494,89.97,None,2179.2,58324.64
11/9/2024,CNG,228,92.85,UPI,Nagpur,BP001,56,Truck,4818,85.2,Motor Fault,2683.1,21169.8
